Time	NRB
2023-01-19 11:33:00	26.005789
2023-01-19 11:34:00	26.058634
2023-01-19 11:35:00	26.362608
2023-01-19 11:36:00	26.274345
2023-01-19 11:37:00	26.298765
2023-01-19 11:38:00	26.257925
2023-01-19 11:39:00	26.1315
2023-01-19 11:40:00	26.287197
2023-01-19 11:41:00	26.465965
2023-01-19 11:42:00	25.771019
2023-01-19 11:43:00	26.202154
2023-01-19 11:44:00	25.591465
2023-01-19 11:45:00	25.898968
2023-01-19 11:46:00	25.78892
2023-01-19 11:47:00	26.183508
2023-01-19 11:48:00	26.228382
2023-01-19 11:49:00	25.829967
2023-01-19 11:50:00	25.357414
2023-01-19 11:51:00	25.678507
2023-01-19 11:52:00	25.694109
2023-01-19 11:53:00	26.191662
2023-01-19 11:54:00	26.004435
2023-01-19 11:55:00	25.823452
2023-01-19 11:56:00	25.028372
2023-01-19 11:57:00	20.625671
2023-01-19 11:58:00	21.098007
2023-01-19 11:59:00	20.782576
2023-01-19 12:00:00	21.034533
2023-01-19 12:01:00	21.094496
2023-01-19 12:02:00	21.923891
2023-01-19 12:03:00	21.16136
2023-01-19 12:04:00	20.841291
2023-01-19 12:05:00	22.000572
2023-01-19 12:06:00	20.29337
2023-01-19 12:07:00	19.90664
2023-01-19 12:08:00	21.542822
2023-01-19 12:09:00	18.553167
2023-01-19 12:10:00	21.507915
2023-01-19 12:11:00	20.099005
2023-01-19 12:12:00	21.084105
2023-01-19 12:13:00	19.009956
2023-01-19 12:14:00	22.718616
2023-01-19 12:15:00	20.828377
2023-01-19 12:16:00	22.031471
2023-01-19 12:17:00	20.2636
2023-01-19 12:18:00	18.440771
2023-01-19 12:19:00	20.19672
2023-01-19 12:20:00	19.455336
2023-01-19 12:21:00	18.313044
2023-01-19 12:22:00	19.02316
2023-01-19 12:23:00	17.634956
2023-01-19 12:24:00	18.826948
2023-01-19 12:25:00	19.53009
2023-01-19 12:26:00	17.828152
2023-01-19 12:27:00	18.01377
2023-01-19 12:28:00	18.140987
2023-01-19 12:29:00	18.212515
2023-01-19 12:30:00	18.250563
2023-01-19 12:31:00	18.256939
2023-01-19 12:32:00	18.256655
2023-01-19 12:33:00	18.26084
2023-01-19 12:34:00	18.26055
2023-01-19 12:35:00	18.259596
2023-01-19 12:36:00	18.258228
2023-01-19 12:37:00	18.257935
2023-01-19 12:38:00	18.256067
2023-01-19 12:39:00	18.254955
2023-01-19 12:40:00	18.253416
2023-01-19 12:41:00	18.252691
2023-01-19 12:42:00	18.250675
2023-01-19 12:43:00	18.249731
2023-01-19 12:44:00	18.248547
2023-01-19 12:45:00	20.828794
2023-01-19 12:46:00	20.286581
2023-01-19 12:47:00	20.587784
2023-01-19 12:48:00	20.608736
2023-01-19 12:49:00	21.044605
2023-01-19 12:50:00	20.608854
2023-01-19 12:51:00	19.94543
2023-01-19 12:52:00	18.898136
2023-01-19 12:53:00	21.405493
2023-01-19 12:54:00	18.582724
2023-01-19 12:55:00	19.450909
2023-01-19 12:56:00	19.667465
2023-01-19 12:57:00	19.523258
2023-01-19 12:58:00	19.549185
2023-01-19 12:59:00	19.615856
2023-01-19 13:00:00	19.858356
2023-01-19 13:01:00	22.753838
2023-01-19 13:02:00	22.005678
2023-01-19 13:03:00	20.378935
2023-01-19 13:04:00	22.175594
2023-01-19 13:05:00	20.95886
2023-01-19 13:06:00	21.002012
2023-01-19 13:07:00	22.040539
2023-01-19 13:08:00	18.225348
2023-01-19 13:09:00	20.585663
2023-01-19 13:10:00	21.045807
2023-01-19 13:11:00	21.512094
2023-01-19 13:12:00	21.547194
2023-01-19 13:13:00	20.516527
2023-01-19 13:14:00	18.8883
2023-01-19 13:15:00	19.864353
2023-01-19 13:16:00	19.885706
2023-01-19 13:17:00	22.161402
2023-01-19 13:18:00	22.143297
2023-01-19 13:19:00	21.663912
2023-01-19 13:20:00	20.516874
2023-01-19 13:21:00	21.854227
2023-01-19 13:22:00	17.596287
2023-01-19 13:23:00	19.724586
2023-01-19 13:24:00	19.82092
2023-01-19 13:25:00	22.764551
2023-01-19 13:26:00	20.682796
2023-01-19 13:27:00	18.48939
2023-01-19 13:28:00	19.539953
2023-01-19 13:29:00	19.716612
2023-01-19 13:30:00	19.842316
2023-01-19 13:31:00	19.847673
2023-01-19 13:32:00	19.85649
2023-01-19 13:33:00	21.357504
2023-01-19 13:34:00	20.233007
2023-01-19 13:35:00	19.921427
2023-01-19 13:36:00	20.369722
2023-01-19 13:37:00	20.283484
2023-01-19 13:38:00	20.218853
2023-01-19 13:39:00	20.182653
2023-01-19 13:40:00	20.164421
2023-01-19 13:41:00	20.15171
2023-01-19 13:42:00	20.140491
2023-01-19 13:43:00	20.130518
2023-01-19 13:44:00	20.122915
2023-01-19 13:45:00	20.1146
2023-01-19 13:46:00	20.10555
2023-01-19 13:47:00	20.098001
2023-01-19 13:48:00	20.09192
2023-01-19 13:49:00	20.085163
2023-01-19 13:50:00	20.080177
2023-01-19 13:51:00	20.075005
2023-01-19 13:52:00	20.070482
2023-01-19 13:53:00	20.066238
2023-01-19 13:54:00	20.062208
2023-01-19 13:55:00	20.058537
2023-01-19 13:56:00	20.055346
2023-01-19 13:57:00	20.307167
2023-01-19 13:58:00	19.143528
2023-01-19 13:59:00	18.620836
2023-01-19 14:00:00	18.62697
2023-01-19 14:01:00	18.679634
2023-01-19 14:02:00	18.685114
2023-01-19 14:03:00	18.68617
2023-01-19 14:04:00	18.680832
2023-01-19 14:05:00	18.669975
2023-01-19 14:06:00	18.662489
2023-01-19 14:07:00	18.655132
2023-01-19 14:08:00	18.64986
2023-01-19 14:09:00	18.645596
2023-01-19 14:10:00	18.641054
2023-01-19 14:11:00	18.639725
2023-01-19 14:12:00	18.637922
2023-01-19 14:13:00	18.63479
2023-01-19 14:14:00	18.631407
2023-01-19 14:15:00	18.627981
2023-01-19 14:16:00	18.624805
2023-01-19 14:17:00	18.622343
2023-01-19 14:18:00	18.620264
2023-01-19 14:19:00	18.619282
2023-01-19 14:20:00	18.617035
2023-01-19 14:21:00	25.626534
2023-01-19 14:22:00	25.733978
2023-01-19 14:23:00	25.974506
2023-01-19 14:24:00	26.092346
2023-01-19 14:25:00	26.088245
2023-01-19 14:26:00	25.995756
2023-01-19 14:27:00	25.825743
2023-01-19 14:28:00	25.310535
2023-01-19 14:29:00	26.11914
2023-01-19 14:30:00	25.99986
2023-01-19 14:31:00	25.999178
2023-01-19 14:32:00	26.005917
2023-01-19 14:33:00	26.028942
2023-01-19 14:34:00	26.082983
2023-01-19 14:35:00	26.15649
2023-01-19 14:36:00	26.449947
2023-01-19 14:37:00	26.120129
2023-01-19 14:38:00	26.036783
2023-01-19 14:39:00	25.845366
2023-01-19 14:40:00	25.65132
2023-01-19 14:41:00	25.131071
2023-01-19 14:42:00	25.576843
2023-01-19 14:43:00	25.44361
2023-01-19 14:44:00	25.629765
2023-01-19 14:45:00	25.688572
2023-01-19 14:46:00	25.075113
2023-01-19 14:47:00	25.323776
2023-01-19 14:48:00	25.264065
2023-01-19 14:49:00	25.244946
2023-01-19 14:50:00	25.25289
2023-01-19 14:51:00	25.26433
2023-01-19 14:52:00	25.263466
2023-01-19 14:53:00	25.26014
2023-01-19 14:54:00	25.265793
2023-01-19 14:55:00	25.273254
2023-01-19 14:56:00	25.277111
2023-01-19 14:57:00	25.283474
2023-01-19 14:58:00	25.285112
2023-01-19 14:59:00	25.287199
2023-01-19 15:00:00	25.293478
2023-01-19 15:01:00	25.29656
2023-01-19 15:02:00	25.302027
2023-01-19 15:03:00	25.304571
2023-01-19 15:04:00	25.30911
2023-01-19 15:05:00	25.313276
2023-01-19 15:06:00	25.316513
2023-01-19 15:07:00	25.320765
2023-01-19 15:08:00	25.325329
2023-01-19 15:09:00	25.46942
2023-01-19 15:10:00	25.313778
2023-01-19 15:11:00	25.671022
2023-01-19 15:12:00	25.596977
2023-01-19 15:13:00	25.569082
2023-01-19 15:14:00	25.592497
2023-01-19 15:15:00	25.632614
2023-01-19 15:16:00	25.667797
2023-01-19 15:17:00	25.67551
2023-01-19 15:18:00	25.692032
2023-01-19 15:19:00	25.693396
2023-01-19 15:20:00	25.692013
2023-01-19 15:21:00	25.695755
2023-01-19 15:22:00	25.696392
2023-01-19 15:23:00	25.697433
2023-01-19 15:24:00	25.698547
2023-01-19 15:25:00	25.701834
2023-01-19 15:26:00	25.70134
2023-01-19 15:27:00	25.704647
2023-01-19 15:28:00	25.705051
2023-01-19 15:29:00	25.705338
2023-01-19 15:30:00	25.705547
2023-01-19 15:31:00	25.70726
2023-01-19 15:32:00	25.708967
2023-01-19 15:33:00	25.578476
2023-01-19 15:34:00	25.312372
2023-01-19 15:35:00	25.58681
2023-01-19 15:36:00	25.798603
2023-01-19 15:37:00	25.820883
2023-01-19 15:38:00	25.841646
2023-01-19 15:39:00	25.87619
2023-01-19 15:40:00	25.89119
2023-01-19 15:41:00	25.889143
2023-01-19 15:42:00	25.90618
2023-01-19 15:43:00	25.91433
2023-01-19 15:44:00	25.928059
2023-01-19 15:45:00	25.93716
2023-01-19 15:46:00	25.93815
2023-01-19 15:47:00	25.93492
2023-01-19 15:48:00	25.935595
2023-01-19 15:49:00	25.939337
2023-01-19 15:50:00	25.937729
2023-01-19 15:51:00	25.94074
2023-01-19 15:52:00	25.938637
2023-01-19 15:53:00	25.92919
2023-01-19 15:54:00	25.929054
2023-01-19 15:55:00	25.925621
2023-01-19 15:56:00	25.9233
2023-01-19 15:57:00	22.646093
2023-01-19 15:58:00	20.32046
2023-01-19 15:59:00	22.420637
2023-01-19 16:00:00	22.222336
2023-01-19 16:01:00	22.114426
2023-01-19 16:02:00	21.674435
2023-01-19 16:03:00	21.891748
2023-01-19 16:04:00	21.475206
2023-01-19 16:05:00	20.55052
2023-01-19 16:06:00	19.373425
2023-01-19 16:07:00	21.990355
2023-01-19 16:08:00	19.801096
2023-01-19 16:09:00	19.951853
2023-01-19 16:10:00	20.214088
2023-01-19 16:11:00	20.287493
2023-01-19 16:12:00	20.354408
2023-01-19 16:13:00	20.347977
2023-01-19 16:14:00	20.335773
2023-01-19 16:15:00	20.318619
2023-01-19 16:16:00	20.309
2023-01-19 16:17:00	20.298513
2023-01-19 16:18:00	20.288895
2023-01-19 16:19:00	20.281023
2023-01-19 16:20:00	20.27309
2023-01-19 16:21:00	19.686413
2023-01-19 16:22:00	19.581802
2023-01-19 16:23:00	18.983107
2023-01-19 16:24:00	18.34013
2023-01-19 16:25:00	18.50634
2023-01-19 16:26:00	18.608728
2023-01-19 16:27:00	18.638138
2023-01-19 16:28:00	18.633398
2023-01-19 16:29:00	18.61894
2023-01-19 16:30:00	18.604446
2023-01-19 16:31:00	18.590622
2023-01-19 16:32:00	18.579933
2023-01-19 16:33:00	18.57033
