Time	NRB
2023-01-19 11:00:00	20.394081
2023-01-19 12:00:00	19.21998
2023-01-19 13:00:00	20.217695
2023-01-19 14:00:00	22.378908
2023-01-19 15:00:00	21.19555
2023-01-19 16:00:00	19.969004
2023-01-19 17:00:00	19.552782
2023-01-19 18:00:00	19.2449
2023-01-19 19:00:00	18.494652
2023-01-19 20:00:00	18.068966
2023-01-19 21:00:00	17.199553
2023-01-19 22:00:00	19.04501
2023-01-19 23:00:00	21.015783
2023-01-19 23:00:00	20.095201
2023-01-20 00:00:00	19.5937
2023-01-20 01:00:00	19.90603
2023-01-20 02:00:00	20.031017
2023-01-20 03:00:00	19.592367
2023-01-20 04:00:00	19.402262
2023-01-20 05:00:00	18.694853
2023-01-20 06:00:00	18.204529
2023-01-20 07:00:00	18.943604
2023-01-20 08:00:00	20.10497
2023-01-20 09:00:00	19.737844
2023-01-20 10:00:00	24.58184
2023-01-20 11:00:00	24.145947
2023-01-20 12:00:00	24.622921
2023-01-20 13:00:00	24.573673
2023-01-20 14:00:00	24.634848
2023-01-20 15:00:00	24.553501
2023-01-20 16:00:00	24.527514
2023-01-20 17:00:00	24.549368
2023-01-20 18:00:00	24.602875
2023-01-20 19:00:00	24.652853
2023-01-20 20:00:00	24.778002
2023-01-20 21:00:00	24.396627
2023-01-20 22:00:00	24.4734
2023-01-20 23:00:00	24.626286
2023-01-21 00:00:00	24.6485
2023-01-21 00:00:00	24.509495
2023-01-21 01:00:00	24.628735
2023-01-21 02:00:00	24.508678
2023-01-21 03:00:00	24.671589
2023-01-21 04:00:00	24.688599
2023-01-21 05:00:00	24.490675
2023-01-21 06:00:00	24.592447
2023-01-21 07:00:00	24.512629
2023-01-21 08:00:00	24.593493
2023-01-21 09:00:00	25.517202
2023-01-21 10:00:00	25.337143
2023-01-21 11:00:00	25.254824
2023-01-21 12:00:00	25.476452
2023-01-21 13:00:00	25.39862
2023-01-21 14:00:00	25.131662
2023-01-21 15:00:00	25.482471
2023-01-21 16:00:00	25.345865
2023-01-21 17:00:00	25.472927
2023-01-21 18:00:00	25.428776
2023-01-21 19:00:00	25.35074
2023-01-21 20:00:00	25.202938
2023-01-21 21:00:00	25.496222
2023-01-21 22:00:00	25.12592
2023-01-21 23:00:00	24.70151
2023-01-22 00:00:00	25.115252
2023-01-22 00:00:00	25.123854
2023-01-22 01:00:00	25.331732
2023-01-22 02:00:00	25.348537
2023-01-22 03:00:00	25.468063
2023-01-22 04:00:00	25.04883
2023-01-22 05:00:00	24.811531
2023-01-22 06:00:00	24.815186
2023-01-22 07:00:00	24.95196
2023-01-22 08:00:00	20.079618
2023-01-22 09:00:00	19.771097
2023-01-22 10:00:00	19.53595
2023-01-22 11:00:00	19.69266
2023-01-22 12:00:00	19.288155
2023-01-22 13:00:00	18.853386
2023-01-22 14:00:00	18.537495
2023-01-22 15:00:00	17.925182
2023-01-22 16:00:00	16.807796
2023-01-22 17:00:00	16.33562
2023-01-22 18:00:00	17.162565
2023-01-22 19:00:00	17.597933
2023-01-22 20:00:00	18.630335
2023-01-22 21:00:00	18.248072
2023-01-22 22:00:00	18.162178
2023-01-22 23:00:00	18.512548
2023-01-23 00:00:00	18.233507
2023-01-23 00:00:00	17.79543
2023-01-23 01:00:00	17.171448
2023-01-23 02:00:00	16.719778
2023-01-23 03:00:00	17.436552
2023-01-23 04:00:00	18.099903
2023-01-23 05:00:00	18.256304
2023-01-23 06:00:00	19.360495
2023-01-23 07:00:00	19.289494
2023-01-23 08:00:00	19.728617
2023-01-23 09:00:00	20.519823
2023-01-23 10:00:00	20.134268
2023-01-23 11:00:00	20.23812
2023-01-23 12:00:00	19.255589
2023-01-23 13:00:00	19.447166
2023-01-23 14:00:00	18.942139
